step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad)
1,training,0.09228451,0.20558998733758926,0.0,0.00018264750096723056,0.0005412816999344588,0.003293661082904264
2,training,0.042651385,0.10469761490821838,0.0,0.0041512242174514685,0.000560273789761883,0.003411008675007475
3,training,0.015042314,0.06768220663070679,0.0,0.03533902134309945,0.000730874747397493,0.01310529753603852
4,training,0.0013422108,0.05889236927032471,0.0,0.0740081086765337,0.0018860201653081565,0.052441556090427326
5,training,0.004678607,0.11791923642158514,0.0,0.11221160068303304,0.00503839408114156,0.11579439379003409
6,training,0.018903181,0.22583536803722382,0.0,0.1508534199048312,0.011096209697544879,0.19804418992595096
7,training,0.047534637,0.3187798410654068,0.060274213186425715,0.1890728673950325,0.02055211425891229,0.28906447568168764
8,training,0.044921942,0.2883380502462387,0.060274213186425715,0.22593447136728562,0.03342044171958977,0.3828936402233825
9,training,0.042217318,0.27638109028339386,0.060274213186425715,0.26160088691533884,0.04970512676573121,0.4725867036189677
10,training,0.028832553,0.27127306163311005,0.07923525320674539,0.29580874735395263,0.06900807137352245,0.5528169821336417
11,training,0.030531226,0.13565931841731071,0.07923525320674539,0.32840966380430114,0.09086354641638421,0.6272878633869668
12,training,0.040913053,0.24032627791166303,0.07923525320674539,0.37437698343055853,0.12757771026223555,0.7075909904691918
13,training,0.030858422,0.2957498766481877,0.11979671981979856,0.40428334349441886,0.15362434612668063,0.7221920026168798
14,training,0.0498991,0.33786035049706703,0.11979671981979856,0.4191417726012345,0.16675261602040198,0.7251545459056535
15,training,0.059196003,0.30018631462007755,0.11979671981979856,0.44966871183363855,0.1925890163018504,0.6717201924254328
16,training,0.057564557,0.21731275226920843,0.11979671981979856,0.48222676865283975,0.21683034106168947,0.609203797457747
17,training,0.06301819,0.19652659073472023,0.11979671981979856,0.5159639372345918,0.23900296253156397,0.5563442697393217
18,training,0.04853276,0.13426362723112106,0.11979671981979856,0.5506694150863551,0.2594956449137874,0.5112311711493873
19,training,0.032656644,0.11280547454953194,0.11979671981979856,0.5860343004904885,0.278491778407264,0.47683664932662706
20,training,0.06032193,0.11016124114394188,0.16795379163183652,0.6221458834183301,0.2964822608110909,0.4475205295552487
21,training,0.04549386,0.098682451993227,0.16795379163183652,0.6584677714603724,0.31326516174265684,0.4186631407122919
22,training,0.059508577,0.09866094961762428,0.16795379163183652,0.6954256165302839,0.3291118398380753,0.39156102890516786
23,training,0.051099215,0.056267426349222646,0.16795379163183652,0.7328664654477989,0.3440057026138974,0.3665506412637745
24,training,0.038956463,0.045221077278256416,0.16795379163183652,0.7703267409254858,0.3579022252271122,0.3465509295457992
25,training,0.05761651,0.0544850192964077,0.16795379163183652,0.8082148691792366,0.3713158406384331,0.335881692402033
26,training,0.040474076,0.11314693093299866,0.1659981919458052,0.8459623503915903,0.38438361148044725,0.3299299282717055
27,training,0.0351472,0.05760760791599751,0.1659981919458052,0.9030773245394706,0.4033569641705347,0.3073934309243728
28,training,0.04536991,0.0634823776781559,0.1659981919458052,0.9412364203527179,0.41530974602639315,0.3000495671670834
29,training,0.041924957,0.06555814482271671,0.1659981919458052,0.9794804318631055,0.4269659004634622,0.29127651655108344
30,training,0.047698364,0.06349234422668815,0.1659981919458052,1.017945330262936,0.43829498251221083,0.28180684469597256
31,training,0.04337646,0.059610385447740555,0.1659981919458052,1.0563807174368531,0.4492008908232088,0.27025190583090625
32,training,0.025968865,0.0754243079572916,0.13476277649584065,1.0951087131211124,0.45967782776534444,0.25824446778797994
33,training,0.04073324,0.08112469501793385,0.13476277649584065,1.13384459929045,0.46972146842875523,0.24929072750986045
34,training,0.030349538,0.05121472105383872,0.13476277649584065,1.1921748448435958,0.4840676630414305,0.23252615850313485
35,training,0.022784673,0.051776169799268246,0.13476277649584065,1.2115845973677322,0.48863635921783094,0.23000709214275927
