Step,front_r_mean,front_g_mean,front_b_mean,left_r_mean,left_g_mean,left_b_mean,right_r_mean,right_g_mean,right_b_mean
0,0.1754771405953227,0.009403732399921205,0.8287622698652909,0.18171288083808435,0.010196273589541536,0.8322694576179467,0.1877286395264933,0.025791803108329573,0.8454432206269541
1,0.1754405164582725,0.009406332899663257,0.8285772091805211,0.18169199592682017,0.01019357493049295,0.8321794484480672,0.1876765720970831,0.02550742349781746,0.8452568766813947
2,0.1750634568752695,0.00942266352774503,0.8272237722464388,0.18211906233106323,0.010167415634928486,0.8320906769938899,0.18660867699391304,0.022281280902771764,0.843679838297728
3,0.17355117059494174,0.009492126288405614,0.8246790185059777,0.18456264968797273,0.010062074712595712,0.8345726914329344,0.18366981874351015,0.014538488797733985,0.8383560162106312
4,0.17417370440791782,0.009710182215133414,0.8250161972489374,0.19043027649275857,0.00992536315280311,0.8419787084359895,0.17970823351722406,0.007925894260336115,0.8289622883867919
5,0.1775775349808939,0.01010780511133672,0.8288008672127852,0.19718388972812764,0.010065249242244194,0.8501182651282254,0.17707230040661956,0.008202328231563886,0.8223083179997923
6,0.18360555796141054,0.010381289639659348,0.8363840150340011,0.19628618225661423,0.020103234707464838,0.8509952659920366,0.17773969456245808,0.009127666060045982,0.8227659137658853
7,0.1912439131259617,0.011008373202821714,0.84617223212808,0.1981452154651356,0.029874437658270716,0.846256434963486,0.1813505259842995,0.010155277285659455,0.8269965307864862
8,0.190784877477268,0.01753269790643451,0.8479401361655073,0.2014471931798455,0.03643594241952878,0.8444019715388392,0.18731363639274332,0.011744181757647418,0.8352275709582724
9,0.1889304214303845,0.022856012104428423,0.8467851454529928,0.20314874505634542,0.03710378988658292,0.8437181822755053,0.1921268140018233,0.01379503627532245,0.8417412812506552
10,0.19248025255598078,0.028175093870494435,0.8436030747250968,0.2062090768359113,0.03446946379980189,0.8473952292000733,0.19108093445549423,0.016206574601004393,0.8423705996194893
11,0.19447654249580534,0.0314718407012285,0.8425770216825342,0.20666090873434137,0.031079444558342356,0.8500286158532946,0.18876162950092368,0.0189085201584213,0.8411562702071641
