Step,front_r_mean,front_g_mean,front_b_mean,left_r_mean,left_g_mean,left_b_mean,right_r_mean,right_g_mean,right_b_mean
0,0.1754771331381928,0.009404770711712132,0.8287598087742137,0.18171180922928187,0.010198639396586216,0.8322747609887227,0.18772912221982344,0.025788407150573105,0.845440497546016
1,0.17544576124595934,0.009405659109148529,0.8285824945112911,0.18168899498444105,0.010192550588804892,0.832178889444554,0.18768010749205666,0.025511784022064225,0.8452635739608526
2,0.17513476480053836,0.009398384342860182,0.8273297268685439,0.18190277461088247,0.010193806657514815,0.8317912717800443,0.18684925829296847,0.022916810418670736,0.8439026537345594
3,0.1737753309872879,0.009484120188753312,0.8248413634342375,0.18376575845330867,0.010115549506528832,0.8333849322981891,0.18425195557556817,0.01588019893497442,0.839261970873182
4,0.17346186677254924,0.00959693579514633,0.8238058208056729,0.18637904702447117,0.010023514904921,0.8362941533188032,0.18116760221380668,0.00955536327608423,0.8323644563009541
5,0.17479857479102012,0.009868496806518696,0.8250017983763024,0.19211466793278067,0.009900184551562838,0.8433199805018473,0.17891359071227705,0.007688115243355693,0.8252349137068796
6,0.17815512667621322,0.010141456002943508,0.8285348919598992,0.1975062270507972,0.010418702256407642,0.8498475728943605,0.1768043210255812,0.008332683777496462,0.8209088349424651
7,0.18227676208593038,0.01033800678824339,0.8336077082843264,0.19608702636396494,0.01948449478256154,0.8501601877786514,0.1774544965126987,0.009052137377063531,0.8212866684871143
8,0.1900056202040652,0.010692914375654469,0.8435950167047079,0.19557810552392452,0.026952854846009528,0.8474165551101859,0.18094234551958951,0.010129846829668271,0.8252240592188486
9,0.1910589609388161,0.015893818211709453,0.8467101505447557,0.1994479795080101,0.034339561100864925,0.8442129439824696,0.18562706649147742,0.01156677985392465,0.8314220668376727
10,0.18863035187759072,0.02123783590163494,0.8462282808575994,0.2018273031481249,0.03777918894410789,0.8432082982931116,0.1912365672674442,0.012848311035632352,0.839257060201863
11,0.1904042338069294,0.026895870410790768,0.843583322046752,0.2044194471511381,0.03539189945321664,0.8456122483199707,0.19116239336184193,0.015677006234432883,0.8410755891455116
12,0.1936037365220872,0.031431497415002674,0.8423581766767563,0.20584285853240455,0.02994828327553543,0.85038879759019,0.1884614115641423,0.01891504348798786,0.8400454934623195
13,0.1972354181889718,0.031871513112839055,0.8439475583989288,0.20491531917719188,0.023186533017199057,0.8481328466966609,0.1848465226509681,0.023117838197309046,0.8378989869488519
14,0.1996027379058712,0.03142237323310564,0.8461936735234225,0.20595590696818247,0.02195837566367599,0.8444637568802583,0.18419272128427724,0.025120345873396843,0.8362914784828116
15,0.19969600274600885,0.030129841843489723,0.8468290713740121,0.20629382227377144,0.021661216241108224,0.8427075430706049,0.18393327072689244,0.026047261892822252,0.8355923047904547
16,0.1988802968525468,0.028882703591997443,0.8469615706314172,0.20642588567676023,0.021487986850568738,0.8410192147720795,0.18372588341465326,0.02666891318146782,0.8352059935162561
17,0.1976784311416201,0.027697084947601078,0.8469167548015534,0.20642300549558515,0.02138143633659365,0.8396347316481195,0.18353059739243616,0.02702200888121252,0.834995298491021
18,0.19647235397870552,0.026946113941602397,0.8468131845214714,0.20619100657677436,0.021326258509250656,0.8379905072993948,0.18314890535456352,0.027129661666068422,0.8347155928048996
19,0.19520077377362421,0.025990336444583925,0.8465391958815225,0.20601469870415792,0.021268735519568507,0.8364525213657567,0.18312528511004267,0.02734384443117166,0.8348082578529968
20,0.19396664143329456,0.02488240952281302,0.8458794029433955,0.20580369795550524,0.021226004281050048,0.8349808105900155,0.18300728511593725,0.027478497015678102,0.8349404115843448
21,0.19297326136409554,0.026984472433187093,0.8461962208788468,0.20407924560354132,0.02165848723560629,0.8339483760927419,0.1783707989880561,0.02500559441398355,0.8305629303087668
22,0.1900254064214464,0.031113363121574342,0.8458931390185738,0.19972530854424794,0.023801295890292822,0.8387218906790869,0.17526875470255476,0.020370209775693548,0.8243540336210375
23,0.17845237334550343,0.02669142981346152,0.8355846926363446,0.19588681848696807,0.034068851457548566,0.845422150014563,0.1787441574966677,0.015934601500859357,0.8224607023799613
24,0.1750443349008817,0.01940786350869903,0.8276044342866561,0.18909601157487654,0.03535221375377882,0.8446296290734002,0.18047343841105853,0.013272821295619982,0.8184830195960702
25,0.1778310916999386,0.013645844152615397,0.825021492113339,0.1814140424205092,0.029182932276028587,0.8359003666532839,0.1799626068869761,0.012400358294590096,0.8126110074277993
26,0.1788182666340268,0.010469377005999515,0.8218050920879377,0.17973830947589786,0.022125477559780764,0.8297867982193435,0.1807531208960259,0.011829514899536141,0.8101232521902891
27,0.17591510269750335,0.010253705980881067,0.8140514421530992,0.18087168366134218,0.01613575664328927,0.8267123927535335,0.1816381657160854,0.011346664304144806,0.8079499457381907
28,0.17557949409495763,0.010150110211552543,0.8100278360255028,0.18237925277783076,0.01018429173566202,0.8238014910661623,0.1823385433383172,0.011034268052841682,0.8064917531682658
29,0.1757151502382623,0.010038472571649667,0.8064390970298033,0.18092411529414998,0.008728962936454152,0.8186106024107801,0.18305647221154753,0.010707480838254945,0.8049778020137245
30,0.1760586376649195,0.009971034523086574,0.8041901114854006,0.1781319218000789,0.008755602359381822,0.8120609791307677,0.18359442327104677,0.01052382208298277,0.8039198746167241
31,0.17658454857539793,0.009902792084406935,0.8019295006050916,0.17628805222792,0.008819241159932113,0.806422678070998,0.1842204187602822,0.010345082775539093,0.8026954941502286
32,0.1771537154337888,0.009853243950136306,0.8000911512727279,0.17573860711179057,0.008857799887972972,0.8031165057956707,0.18483033503183047,0.010212167114029117,0.8016040082752399
33,0.17776804820459557,0.009811696397446125,0.798371161064049,0.17530137065722604,0.00891164589246225,0.799259406520194,0.18547593458451814,0.010090976496816341,0.8006143633647717
34,0.17854224679348377,0.009778190718325714,0.7966290996783701,0.17506119589151284,0.008957282789479827,0.7964991171729124,0.1861158133238586,0.00996643388769847,0.799422671730052
35,0.17922744827401896,0.009746220703156297,0.7953919008160971,0.17505807776477547,0.009002071254728716,0.7932865723577693,0.18678517911958517,0.00986215974176373,0.7983324723618526
36,0.18015863463818038,0.009723358710074903,0.7937318039804256,0.17522477525846028,0.00903430702688555,0.7908283006395802,0.18756150179584963,0.009743596588120846,0.7971265636196391
37,0.1811044945098069,0.00968217344019133,0.7923737352657599,0.17554840140826458,0.009077453016608462,0.7885424130758721,0.18820284325242134,0.009660171299285118,0.7960735631586172
38,0.18219045552479826,0.009655865536923403,0.7907455828589233,0.17586789571749187,0.0091041215534592,0.7857219187998107,0.18912202354629082,0.009556311398471764,0.7947892542136655
39,0.1830817105544207,0.00963418904578933,0.789399429337654,0.17630574132186996,0.009123523175330578,0.7836243230461696,0.18991143184575524,0.009475252149822493,0.7937505977472492
40,0.1840861692965512,0.009596794839520905,0.7879147346100183,0.17686890016397172,0.009160523149528185,0.7809841978170144,0.19087550648037802,0.009400993829958302,0.7923463555507907
41,0.18518270783894916,0.00956844372564949,0.7861119233887992,0.17735537025175815,0.009168136655920396,0.7788744887711491,0.19194691708461784,0.009343401694424,0.7908851707093211
42,0.1861190578186708,0.0095223571298056,0.7844391417125243,0.1778309139714653,0.00916565169412929,0.7766380183219459,0.19287729892417774,0.009294193476919607,0.7896529388270138
43,0.18728811287165756,0.009485495003918069,0.7824327765303125,0.1785598925781249,0.009175601799897098,0.7738960173501637,0.19386160365944272,0.009242402235447795,0.7882511290508881
44,0.18828425722983924,0.009460973171445774,0.7805566995753118,0.1793429368471201,0.009179743844484702,0.7710991800462299,0.19498504651402274,0.009205032655441139,0.7864912154266895
45,0.189756322885425,0.009422009194865784,0.7777804190048138,0.18022472614294338,0.009193858216211747,0.7674973220469914,0.19639994395073082,0.009172543940693919,0.7842153438317426
46,0.19077986746938166,0.009387884651501904,0.7756098204244637,0.1806527399986587,0.009198406372390751,0.7654116754073902,0.19726550395289225,0.009148451632509375,0.7828797038878261
47,0.19177740237007182,0.009345735058823803,0.7733370856048593,0.18141230410183465,0.009205414914984607,0.7627988563737054,0.19843244757065973,0.009119466695766477,0.7811141730032021
48,0.19279718658412479,0.009308059255847092,0.7707992660391397,0.1824914066529352,0.009204195697192741,0.7596820536403713,0.19979538274158948,0.009085913991178647,0.7788876009831367
49,0.19379220636432462,0.00927334090136706,0.7682952356905733,0.18335449500044454,0.009201841294975652,0.7576669277855519,0.2007673040494196,0.009070743480176148,0.7772362391862736
50,0.19513889296571765,0.009228071605653134,0.764186805191584,0.1851356299664082,0.009194441954927622,0.7540058297840241,0.20247880439595892,0.00903882977041163,0.774072783698081
51,0.19642209940333344,0.009213354504476945,0.7594184023240361,0.18732464413737482,0.009175075376503476,0.7503174918096667,0.20427294237469898,0.009017087382925022,0.770510333502097
52,0.1976041990708357,0.009209003761875353,0.7531897859596426,0.1907197085736335,0.009157989005330032,0.7454596263063437,0.20581643785582118,0.00900742284366001,0.7663077187103297
53,0.1982668058525957,0.009212398843208874,0.7487845437125428,0.19238666564596354,0.009147959316090453,0.7432835258998498,0.20651429489474082,0.00899874902415264,0.7638045213521482
54,0.20024886671803818,0.009234096110081367,0.7397216388369255,0.19685206261400942,0.009146772593960552,0.7379075357661948,0.20722800822007792,0.00900930688496418,0.759342706276055
55,0.20271131772613904,0.00925058667121719,0.7334822431764585,0.19998642809492115,0.009157909412256282,0.7341473956985856,0.20757685920450428,0.009010577771201895,0.7544299080254383
56,0.20702814015124352,0.009277573956796714,0.7256290484722318,0.20277320991376582,0.00917588511155768,0.7307122528993094,0.2075391030689365,0.009019642068269709,0.7487292517773815
57,0.21130117896880582,0.009300156064567116,0.719321938968771,0.20596393632169072,0.009206740812401965,0.7269355920675915,0.20731662344575444,0.0089939824372553,0.7435731401205118
58,0.217496175438238,0.009330114911675317,0.7122391906840501,0.21322923443422315,0.009304883572548018,0.7182596236950808,0.20839513666299228,0.00894530383270963,0.7364013569721717
59,0.2222046781865252,0.009363567901754865,0.7083728779440691,0.22198494392988996,0.009402376522198967,0.7076927422469953,0.21171474415994498,0.008901145492481832,0.7300049930518883
60,0.22427526571803566,0.009399737641719828,0.7071046156356896,0.2245496387871001,0.009449565349151897,0.7049890845529713,0.21360018767269603,0.008881691529321932,0.7272149988689697
61,0.22701011136444427,0.009417924688727736,0.7060627505076592,0.22704338313016992,0.009509901161173794,0.7033710564963526,0.21888759984613962,0.00886572376268365,0.7205634225258318
62,0.22817256455284662,0.00942737126115359,0.7059013014324206,0.22758463104330032,0.009548498746175861,0.7038950071710509,0.22286663734605047,0.008855161776564995,0.715478077932167
63,0.22914844968039835,0.009452536689721297,0.7063087159993664,0.2283805752927154,0.00960161463707257,0.705021684397404,0.2297067613670782,0.008841483914463258,0.7064833115146203
64,0.2298796361366944,0.009474485173739862,0.7066586115939689,0.22879909296196235,0.009618940734101149,0.7056112168740731,0.23277557462695334,0.008834096137734422,0.7024564640981742
65,0.2308359377964134,0.009486200094252049,0.7070990056370835,0.22985006420191026,0.009645862034810724,0.7069693807024668,0.23944306179430927,0.008828936192378576,0.6936146740428568
66,0.23195485081597442,0.009505901351012544,0.707546801345773,0.23106586047669112,0.009673467616680463,0.7084803199326691,0.24473647577257304,0.008803787021896459,0.6869181402531431
67,0.23291977748036344,0.009524937576224647,0.7079338460173458,0.23189384131883387,0.009688794247003104,0.7094848672239437,0.24527035010864232,0.008801646231305678,0.6866919693438195
68,0.23388623808319753,0.009535499688905222,0.7082590486013385,0.23294194565005266,0.009715904685628579,0.7107574574908749,0.24619389424604643,0.00879259841998514,0.68627457800056
69,0.23471668182706704,0.00954760793902319,0.7085453525473325,0.2335964301914443,0.009730784611737759,0.7115152906979225,0.24666213503142997,0.008786554726331794,0.6860036004751592
