Step,front_r_mean,front_g_mean,front_b_mean,left_r_mean,left_g_mean,left_b_mean,right_r_mean,right_g_mean,right_b_mean
0,0.17547405805806301,0.009403213619336864,0.8287625272217185,0.18171261663787366,0.010195711868377,0.8322707596000164,0.18772872102310575,0.02579367381122442,0.8454433283404433
1,0.17546457366327226,0.009407002775359071,0.8286573915835552,0.18168538889093122,0.01019447539011575,0.8321450225328384,0.18769534252955933,0.025609746548255208,0.845324124232552
2,0.1753071405915155,0.009400983066466672,0.8280197155812378,0.18165343063381326,0.010209626464457897,0.8317152886010509,0.18708204359568006,0.023564285639232033,0.8442464378862496
3,0.17406667099971707,0.009469304124330388,0.8254146030831642,0.1833278117026428,0.01012000852550326,0.8330573723110114,0.18432567202437214,0.016099570760696055,0.8395410796278736
4,0.17347271998336722,0.00958552346172546,0.8241215639522633,0.18689151791857614,0.010009608084916357,0.8371316821111453,0.18151671045902115,0.010101617558518154,0.8334003742544939
5,0.17504392507816705,0.009875169512379827,0.8256732065430691,0.19334753550161424,0.009878047328231608,0.845164740603343,0.17878479211108453,0.007765158470709767,0.8250221391024847
6,0.17847397499372789,0.010146939496889275,0.8294592601667627,0.1978453563876202,0.0127813484476489,0.851125067041067,0.17676472711993485,0.008487376583228049,0.8212955062920079
7,0.1844949407421639,0.01044062849620984,0.8372218854016477,0.19564396722403843,0.02257643509185485,0.8499838014834739,0.178657474022787,0.00946144654944408,0.8232708594144267
8,0.19111931210896885,0.010988118012045625,0.8455197729453211,0.1974180866702828,0.02941567752111568,0.8462421052868354,0.18206860131089062,0.010429539342385342,0.8272345655755057
9,0.19108757893306913,0.01614875439910943,0.847231497470165,0.20043741300504062,0.03564711262022787,0.8441319640692203,0.18561781065647778,0.011550727005773568,0.8319269670811993
10,0.18835861985281854,0.021794655387839302,0.8464269698858203,0.2020895807803289,0.03763657462657728,0.8431915873238028,0.1918574014229896,0.013686377885340708,0.84057774579748
11,0.18960153902399726,0.025722791048015014,0.8440756525557488,0.2036307805871808,0.03594168689420871,0.8445351808401212,0.19157689645465362,0.01511764792398721,0.8411363542429172
12,0.1898774031769761,0.027257375240748574,0.8428008929038446,0.20460158218073068,0.0350923483146627,0.846022813875216,0.1907441158606845,0.015566085831658824,0.8401944884790188
13,0.18848197524740654,0.027469836417183407,0.8417159665040345,0.2044775376221607,0.03490778630684293,0.8463090300754503,0.19010334840727028,0.015701908272975556,0.8391624539527814
14,0.18672670722814785,0.027443965976067464,0.8406095371154846,0.20434334939452026,0.03480663235203738,0.8466897848902049,0.1893502959283655,0.01579724572876382,0.8377788768033027
15,0.18503693377894584,0.02736956947455899,0.8396384093634541,0.20384720021668482,0.03470602362285041,0.8469731090568757,0.18862633269638884,0.015853256057482282,0.8365266589225797
16,0.18349126515637823,0.027329348916310215,0.8386249601162117,0.20316085932435332,0.034595331122501606,0.8471504457613827,0.18776872407055767,0.01592897864417663,0.835161638288779
17,0.18207293652745424,0.027198483294109677,0.837516430913781,0.2023106167137222,0.03448986835149754,0.8471450364566567,0.18681008812112432,0.015973107471675744,0.8334985052842226
18,0.18109514877869856,0.02701278640046136,0.8366386091348873,0.2009690764804335,0.03451637447250176,0.8469093868766998,0.18605256993889152,0.015789111526173006,0.8317416123084179
19,0.17851356430492468,0.02338249418251684,0.8340829421896466,0.19861647626569848,0.03644850278711854,0.844723041304604,0.18699743594135007,0.01445742273903987,0.8299032318098165
20,0.180056572564672,0.019720988881501905,0.8329994670528253,0.19169920006054855,0.036294844178035836,0.8411545350220487,0.18516401505629684,0.013030981883261884,0.82519784663357
21,0.18200859722270282,0.01600306562390755,0.8318440799836305,0.1860174606006301,0.032971957365304984,0.838151110366633,0.18310101987395092,0.012549036087159559,0.819571215325709
22,0.18326863937603607,0.013484249345503914,0.830595513353957,0.1816593452108631,0.028472385075035436,0.8341908099306409,0.18272299204986367,0.012181124852844527,0.8166171348844293
23,0.18356715285597117,0.011204948452929499,0.8282991153136056,0.18083221768710958,0.02499944104672147,0.8317882204362141,0.1825786072448784,0.011809322748675799,0.8137788909406218
24,0.18103198303931167,0.01051108477366481,0.8225399977992542,0.1816703602988402,0.021153351452306953,0.8299181870937091,0.1826813452927751,0.011534312064195822,0.8116927757265436
25,0.1788940369907072,0.010403311910988098,0.8176010972485271,0.18333314555075378,0.015918503072941376,0.827961714509294,0.18294882286816114,0.01126759861517957,0.8096499799962714
26,0.17797640372099321,0.010298627158004869,0.8133218297339736,0.1845509504073636,0.012548532235645081,0.8267436869596315,0.18332658150314615,0.011050067078477818,0.8078637678041461
27,0.17756602995074014,0.010213282497546763,0.8101266433228379,0.1849760506822817,0.009849032817825221,0.8244495906313979,0.18371004373845254,0.010925697663607042,0.8065664742415276
28,0.17741123838190298,0.010160198307619698,0.8079999816553167,0.18376516292782472,0.009130701942916266,0.8207617433336695,0.18427108560123884,0.010809373055067682,0.8051131232355505
29,0.17740449328338762,0.01009958901435947,0.8055606738310601,0.18220837210875787,0.00880343651967406,0.8172017654103122,0.18488611789454978,0.010710427850310128,0.8037730764871222
30,0.17748630438162816,0.010050201790047071,0.803399448400102,0.180290893593003,0.008792020421014938,0.81300327107187,0.18555392450974018,0.01062802376562607,0.8025135443901198
31,0.17770716712491466,0.010004682322697049,0.8015509664849816,0.17873510677371915,0.008812184870440633,0.8092181634045902,0.18622356287654132,0.01056027416552391,0.8014668546098247
32,0.17811003377897275,0.009950375789376275,0.7994211228967093,0.17712928219958865,0.008820799444417183,0.8048459633152936,0.18703362830766598,0.010444814048856546,0.8001197366321797
33,0.1784982374054764,0.00991856856523842,0.7976880990618556,0.17611391535082097,0.00882306744372389,0.8013784375253311,0.18776475728095524,0.010382230039956225,0.7989588966504039
34,0.17903447918239046,0.00986992517907436,0.7959552532502973,0.17541959057342474,0.008834584426026987,0.7974678513334869,0.1887063927851107,0.010285252000420643,0.7975924175157316
