path_no,x(m),y(m)
113,0.0001360698934511793,0.00040501693215229975
114,0.0001369842858294024,0.00040769059404197153
115,0.0001378987476465636,0.0004103645004678405
116,0.00013881327886192465,0.00041303865135628766
117,0.00013972787946372415,0.0004157130467229349
118,0.00014064254944034984,0.0004183876865838258
119,0.00014155728878007066,0.00042106257095470695
120,0.00014247209562322748,0.00042373769736362484
121,0.00014338696573062623,0.0004264130644880046
122,0.00014430189979587615,0.0004290886755811219
123,0.00014521689781327955,0.00043176453067540727
124,0.0001461319597712606,0.0004344406297853431
125,0.000147047085658201,0.00043711697292524876
126,0.00014796227546259085,0.0004397935601097889
127,0.00014887752917286216,0.00044247039135350227
128,0.00014979284677748336,0.00044514746667104134
129,0.00015070822826495755,0.0004478247860771499
130,0.00015162367362381128,0.00045050234958666027
131,0.00015253918284255548,0.00045318015721440623
132,0.00015345475590971581,0.00045585820897523345
133,0.00015437039281374597,0.00045853650488381943
134,0.00015528609354317682,0.00046121504495504984
135,0.00015620185647137203,0.00046389382718230285
136,0.0001571176791962765,0.0004665728515285948
137,0.0001580335621564422,0.00046925211973203833
138,0.00015894950534243914,0.0004719316318126298
139,0.0001598655087429882,0.00047461138778469915
140,0.00016078157234674772,0.0004772913876623878
141,0.00016169769614246196,0.00047997163146015607
142,0.00016261388011886823,0.000482652119192436
143,0.00016353012426472639,0.00048533285087375285
144,0.000164446428568772,0.0004880138265185651
145,0.00016536279301980136,0.0004906950461415325
146,0.0001662792176066099,0.0004933765097573168
147,0.00016719570231794444,0.0004960582173804237
148,0.00016811224714252324,0.0004987401690253606
149,0.00016902885206909486,0.0005014223647066225
150,0.0001699455170864365,0.000504104804438886
151,0.00017086224218331066,0.0005067874882367674
152,0.000171779027348439,0.0005094704161147512
153,0.00017269587257057097,0.0005121535880874401
154,0.00017361277783842916,0.0005148370041693334
155,0.00017452974314077514,0.0005175206643750894
156,0.00017544676846634362,0.0005202045687192916
157,0.00017636385380389186,0.0005228887172165762
158,0.00017728099914210167,0.0005255731098813564
159,0.00017819820446967824,0.0005282577467281724
160,0.00017911546977532073,0.0005309426277715253
161,0.00018003279504778032,0.0005336277530260337
162,0.00018095018027582295,0.0005363131225064453
163,0.00018186762544810092,0.0005389987362271414
164,0.0027812190788088953,0.0005507284789735256
165,0.013957478143075876,0.0005911004033986417
166,0.03261454624641223,0.0006585115607828753
167,0.05390636431652082,0.0007611173775007551
168,0.0768264347904777,0.001135951133476963
169,0.1005777960944279,0.0021191716150292033
170,0.1251490455095906,0.0037009696101684107
171,0.14945156231089346,0.005987694257967796
172,0.174547841194136,0.008956555914938748
173,0.19989053999546083,0.012864264642743484
174,0.2251356169274649,0.017672257175869083
175,0.24908458522153445,0.02302139518153474
176,0.27365141680664723,0.02927683112379846
177,0.29848906676708975,0.03621881879964012
178,0.323125419622825,0.04368436364543461
179,0.34767658745811214,0.051630572573731486
180,0.37218577208548187,0.060097732069802394
181,0.39605742943667366,0.06882851034573007
182,0.4191207816699449,0.07777335281238121
183,0.4429820692145465,0.08756578065278306
184,0.4668384210919258,0.09779582120093384
185,0.4905926236806534,0.10830403515396737
186,0.5141198779260919,0.11898893595721571
187,0.5376273481805958,0.12988692244253908
188,0.5611747737067017,0.14093184849241713
189,0.5846267086339914,0.15208191493713033
190,0.6077301354777263,0.16320517933247966
191,0.6305577215963486,0.17433052972107543
192,0.6528580471954457,0.1852835572377409
193,0.6755429682844473,0.19647240435182411
194,0.6988159149977112,0.20797541565207983
195,0.7220564830566348,0.21949450862191
196,0.7441746057921554,0.2305029642332812
197,0.7665915300842581,0.24172372407171328
198,0.7890753437553975,0.2528893880264827
199,0.8116088574578022,0.2640580418972751
200,0.8349099189689824,0.27562546121726506
201,0.8574417263024098,0.28686219337043306
202,0.8802489697500976,0.29824904403263164
203,0.9034695453019576,0.30975955865895005
204,0.9268485094649698,0.321229718779207
205,0.9502865084330528,0.33263001577610746
206,0.9737740131212095,0.34386616672365733
207,0.9972719653058338,0.3549058373858578
208,1.0209678769511046,0.3658158913307544
209,1.044747787831459,0.3765236143340364
210,1.0678728536110502,0.3866735438201993
211,1.0905119233722054,0.3964274878230143
212,1.1144575641434271,0.4066472452138062
213,1.1385401601153147,0.41672584887441494
214,1.16262159572838,0.4265529424398324
215,1.186779574701116,0.43613284625797893
216,1.2099449462713365,0.44512258507921204
217,1.2330230443189742,0.4539466600713793
218,1.256637794515908,0.46281690817596716
219,1.2805119472277324,0.47148638563987094
220,1.3050547581843792,0.4802322134038345
221,1.3297526221962441,0.48883084169430985
222,1.3544120112025164,0.49719130090375124
223,1.3790806954553543,0.5053082270338465
