Step,front_r_mean,front_g_mean,front_b_mean,left_r_mean,left_g_mean,left_b_mean,right_r_mean,right_g_mean,right_b_mean
0,0.1886976567689765,0.184279445966372,0.17777171887859433,0.19254485800600696,0.18784800659887657,0.1809483303994759,0.206847609085855,0.20234137907391578,0.19584904906106146
1,0.18862197044323328,0.18420217518174956,0.17770657270030132,0.1924700246719345,0.18778079108193743,0.1808907534806523,0.2066486400294156,0.2021441135277721,0.19565409061080977
2,0.18799315446909093,0.18360963990643753,0.17715365900161376,0.19213062304214212,0.187465389069685,0.18061005990897158,0.2053297973136731,0.200846313568529,0.19434392589190463
3,0.18733451681557503,0.18297668780747203,0.1765772983385906,0.19202089883395515,0.18736602756068163,0.18052612847433733,0.2034949813798391,0.19902753962526132,0.19249731128845707
4,0.1866907464491758,0.18237700141075316,0.17604317559668003,0.19215525173587147,0.18748944577506763,0.18063245938892727,0.20047146574319252,0.19597921942726024,0.18939529996642046
5,0.18600261612501565,0.18173359215779575,0.1754616988388306,0.19238430073168492,0.1877007569632332,0.18081904813032101,0.1966373777630319,0.19212609234789468,0.18550754816708323
6,0.18578033854156303,0.1815384035416445,0.17530743046098488,0.19299873206007068,0.18826284351611075,0.18130602538073418,0.19307800653949836,0.18857555142499183,0.18197431277680617
7,0.18583518240717403,0.18159993607340363,0.1753795925616479,0.19371322601784302,0.18891474408898698,0.1818635395825702,0.18973501928909578,0.1852762494077224,0.1787370236696073
8,0.18624111158516235,0.18199603786567276,0.17576128529051727,0.19509060162969383,0.19018325359425683,0.18297316184073964,0.18696911496006205,0.1825848897840745,0.17615729166408708
9,0.18670429013521717,0.18243176170803177,0.17615673004478385,0.19666406583455534,0.19163276776329574,0.18423961348586737,0.18583764040581574,0.18152862416813687,0.17521251676854754
10,0.18740993380236318,0.18308625858904706,0.1767382264286673,0.19871018386238823,0.19355270779654468,0.18597770034740582,0.1852654410628679,0.18101758789927183,0.17478877939002466
11,0.1886009176454536,0.18420000244606152,0.17773519835993867,0.1988548161458039,0.1939234813567213,0.1866808011696851,0.18540454495901995,0.18117603659874892,0.17498459015009674
12,0.19010881263963772,0.18560058128914617,0.17897599027800717,0.19804884258480718,0.1935099896622556,0.1868483559482056,0.18617394548154378,0.18195077277835167,0.17575635772061493
13,0.19236512463082503,0.18771855942658103,0.18089254316578565,0.19825746264888036,0.1939944270899521,0.18774099779371134,0.1873433437144617,0.18310463587288875,0.1768899979795937
14,0.19259958383452877,0.18811273806943105,0.18152397278683682,0.2007140099056414,0.1966067187975633,0.19058658254370808,0.18842044038172168,0.1841513891644331,0.17788319752613457
15,0.19119015268902614,0.18705091570526733,0.18098110763794203,0.20371860404987363,0.19966150701485932,0.19372280021627186,0.1904329365576262,0.18607337526106058,0.17967701515092283
16,0.19145142431139017,0.18755449983334824,0.18184041140922336,0.20646679479410826,0.202131768774242,0.19579099276744505,0.1898765570234182,0.18567902088684418,0.17951596937832445
17,0.1930000348288783,0.1891744095293364,0.1835749488833469,0.205680032595673,0.20124008521654257,0.19474749318841433,0.18827316918385772,0.18425780248943893,0.1783708415268067
18,0.19726647532784872,0.19330366650051325,0.18750067159475126,0.20106398770201042,0.1965616091681793,0.18998144639359418,0.1871259982887675,0.18330650930777592,0.17770788884225927
19,0.20050509865046706,0.19633999115491332,0.19024903142528635,0.19933387514760112,0.19485229799157744,0.18831834967358216,0.18629665118060912,0.18263692893662262,0.177280688243545
20,0.20153764485262762,0.19727484650022056,0.19104303798987898,0.19835885347331805,0.19392321269279303,0.187457102446031,0.18610904712654405,0.18252819059402725,0.17728189849775178
21,0.20136147922041958,0.1970231291166311,0.19067537117856448,0.19813704108495733,0.19370265950354323,0.18724549794597176,0.18677258033096522,0.18319902045007655,0.17797160866564074
22,0.20021749230138922,0.1958286629707504,0.18941107579742486,0.1978307531995811,0.193404634722431,0.1869656187670079,0.18842440113698308,0.1847930468576989,0.1794804166907713
