Step,front_r_mean,front_g_mean,front_b_mean,left_r_mean,left_g_mean,left_b_mean,right_r_mean,right_g_mean,right_b_mean
0,0.6626839913073402,0.6626839913073402,0.6626839913073402,0.6607551318696798,0.6607551318696798,0.6607551318696798,0.6834926404010546,0.6834926404010546,0.6834926404010546
1,0.6624889354018612,0.6624889354018612,0.6624889354018612,0.6606572007487088,0.6606572007487088,0.6606572007487088,0.6830026893323081,0.6830026893323081,0.6830026893323081
2,0.6613513928827518,0.6613513928827518,0.6613513928827518,0.6602355183853196,0.6602355183853196,0.6602355183853196,0.6771116409023611,0.6771116409023611,0.6771116409023611
3,0.6608392812537094,0.6608392812537094,0.6608392812537094,0.6606507802260609,0.6606507802260609,0.6606507802260609,0.662858769228635,0.662858769228635,0.662858769228635
4,0.661550390800455,0.661550390800455,0.661550390800455,0.6627543844214139,0.6627543844214139,0.6627543844214139,0.6544228095206366,0.6544228095206366,0.6544228095206366
5,0.6625601861117868,0.6625601861117868,0.6625601861117868,0.6719824303747378,0.6719824303747378,0.6719824303747378,0.6540772917726759,0.6540772917726759,0.6540772917726759
6,0.664787636528274,0.664787636528274,0.664787636528274,0.6773975395035204,0.6773975395035204,0.6773975395035204,0.6550835463601102,0.6550835463601102,0.6550835463601102
7,0.6667461951570655,0.6667461951570655,0.6667461951570655,0.6779037491960329,0.6779037491960329,0.6779037491960329,0.6561258499095448,0.6561258499095448,0.6561258499095448
8,0.6693868881356916,0.6693868881356916,0.6693868881356916,0.6781520021382111,0.6781520021382111,0.6781520021382111,0.6565618513241754,0.6565618513241754,0.6565618513241754
9,0.6683674285886413,0.6683674285886413,0.6683674285886413,0.678462264453796,0.678462264453796,0.678462264453796,0.6560525267478221,0.6560525267478221,0.6560525267478221
10,0.6663736418856824,0.6663736418856824,0.6663736418856824,0.6790210305875354,0.6790210305875354,0.6790210305875354,0.6547135896517408,0.6547135896517408,0.6547135896517408
11,0.6635624758233353,0.6635624758233353,0.6635624758233353,0.6801611355426213,0.6801611355426213,0.6801611355426213,0.653104406546604,0.653104406546604,0.653104406546604
12,0.6614095200202516,0.6614095200202516,0.6614095200202516,0.6795655297516299,0.6795655297516299,0.6795655297516299,0.6518023514551184,0.6518023514551184,0.6518023514551184
13,0.6602575723651588,0.6602575723651588,0.6602575723651588,0.6769546279793207,0.6769546279793207,0.6769546279793207,0.6506941826010649,0.6506941826010649,0.6506941826010649
14,0.6590968494198061,0.6590968494198061,0.6590968494198061,0.6746902037667845,0.6746902037667845,0.6746902037667845,0.6493294159415598,0.6493294159415598,0.6493294159415598
15,0.6576239775993905,0.6576239775993905,0.6576239775993905,0.6718737710121175,0.6718737710121175,0.6718737710121175,0.6478583607959788,0.6478583607959788,0.6478583607959788
16,0.6560435038854449,0.6560435038854449,0.6560435038854449,0.6690437867423497,0.6690437867423497,0.6690437867423497,0.6466634353826738,0.6466634353826738,0.6466634353826738
17,0.6547788837515777,0.6547788837515777,0.6547788837515777,0.6671301808484666,0.6671301808484666,0.6671301808484666,0.6452108124768795,0.6452108124768795,0.6452108124768795
18,0.6531113810072945,0.6531113810072945,0.6531113810072945,0.6650642203779165,0.6650642203779165,0.6650642203779165,0.6439726465850535,0.6439726465850535,0.6439726465850535
