Step,front_r_mean,front_g_mean,front_b_mean,left_r_mean,left_g_mean,left_b_mean,right_r_mean,right_g_mean,right_b_mean
0,0.6626834533466565,0.6626834533466565,0.6626834533466565,0.6607515602089546,0.6607515602089546,0.6607515602089546,0.6835018444193914,0.6835018444193914,0.6835018444193914
1,0.6625294027292935,0.6625294027292935,0.6625294027292935,0.6606052065686727,0.6606052065686727,0.6606052065686727,0.683086272476411,0.683086272476411,0.683086272476411
2,0.6615271299118659,0.6615271299118659,0.6615271299118659,0.6602081303730419,0.6602081303730419,0.6602081303730419,0.6770641663700759,0.6770641663700759,0.6770641663700759
3,0.6607616218712995,0.6607616218712995,0.6607616218712995,0.6604379945895446,0.6604379945895446,0.6604379945895446,0.6641318973586137,0.6641318973586137,0.6641318973586137
4,0.6610746640414392,0.6610746640414392,0.6610746640414392,0.6622940128219224,0.6622940128219224,0.6622940128219224,0.6549326974865474,0.6549326974865474,0.6549326974865474
5,0.6620606693282833,0.6620606693282833,0.6620606693282833,0.6675392845684428,0.6675392845684428,0.6675392845684428,0.6537839508630553,0.6537839508630553,0.6537839508630553
6,0.6640682304884452,0.6640682304884452,0.6640682304884452,0.6771390330782991,0.6771390330782991,0.6771390330782991,0.6546414912323683,0.6546414912323683,0.6546414912323683
7,0.6672492402052884,0.6672492402052884,0.6672492402052884,0.6779124132036894,0.6779124132036894,0.6779124132036894,0.6562600302938352,0.6562600302938352,0.6562600302938352
8,0.6727452952140052,0.6727452952140052,0.6727452952140052,0.6790757640670156,0.6790757640670156,0.6790757640670156,0.6588063427493661,0.6588063427493661,0.6588063427493661
9,0.6767154170110183,0.6767154170110183,0.6767154170110183,0.6796717326544645,0.6796717326544645,0.6796717326544645,0.6599945956724501,0.6599945956724501,0.6599945956724501
10,0.6771245479939783,0.6771245479939783,0.6771245479939783,0.6797557178900124,0.6797557178900124,0.6797557178900124,0.6596175462460881,0.6596175462460881,0.6596175462460881
11,0.6760971052709929,0.6760971052709929,0.6760971052709929,0.6800704522399004,0.6800704522399004,0.6800704522399004,0.65858998423459,0.65858998423459,0.65858998423459
12,0.674518643604936,0.674518643604936,0.674518643604936,0.6803703310623912,0.6803703310623912,0.6803703310623912,0.6576484849883458,0.6576484849883458,0.6576484849883458
13,0.6732459806074541,0.6732459806074541,0.6732459806074541,0.6807387666050705,0.6807387666050705,0.6807387666050705,0.6565977158723193,0.6565977158723193,0.6565977158723193
14,0.6720898371467205,0.6720898371467205,0.6720898371467205,0.6812051707124059,0.6812051707124059,0.6812051707124059,0.6556305833855067,0.6556305833855067,0.6556305833855067
15,0.6700849833570003,0.6700849833570003,0.6700849833570003,0.6815180196545955,0.6815180196545955,0.6815180196545955,0.6537212473050098,0.6537212473050098,0.6537212473050098
16,0.6663679968285249,0.6663679968285249,0.6663679968285249,0.6821608153095614,0.6821608153095614,0.6821608153095614,0.6514132160482643,0.6514132160482643,0.6514132160482643
17,0.6619606980457896,0.6619606980457896,0.6619606980457896,0.6813103513761756,0.6813103513761756,0.6813103513761756,0.6494573468564869,0.6494573468564869,0.6494573468564869
18,0.6588076598719717,0.6588076598719717,0.6588076598719717,0.6788082586342785,0.6788082586342785,0.6788082586342785,0.6473355474246817,0.6473355474246817,0.6473355474246817
19,0.6565218067291687,0.6565218067291687,0.6565218067291687,0.6748232776368343,0.6748232776368343,0.6748232776368343,0.6453466122353065,0.6453466122353065,0.6453466122353065
20,0.6544489790031163,0.6544489790031163,0.6544489790031163,0.6706948718143781,0.6706948718143781,0.6706948718143781,0.6434958841544338,0.6434958841544338,0.6434958841544338
