step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad)
1,training,0.10252415,0.09086357057094574,0.0,0.0001823722458399752,0.0005404759278861666,0.00328865490578126
2,training,0.006945636,0.11886504292488098,0.0,0.007862477523679951,0.0005718533440494512,0.0034824134505392046
3,training,0.009198174,0.16997331380844122,0.0,0.040644360042883354,0.000984254347623186,0.03350496765435138
4,training,0.041829605,0.2141848504543305,0.0,0.07763345870159959,0.0034723045211936363,0.10837584028476849
5,training,0.04693213,0.17378920316696161,0.0,0.11610217361738501,0.009716430287854676,0.2132610477123125
6,training,0.026895557,0.16173271834850309,0.015675272677707488,0.15384424040551578,0.01988581253741449,0.30973722879842125
7,training,0.010966947,0.11588576436042783,0.015675272677707488,0.18997700502825488,0.03305730553457233,0.38329502986669656
8,training,0.0097174505,0.12205934152007103,0.015675272677707488,0.2253995369071064,0.048720076769874415,0.4450577967263335
9,training,0.035539716,0.05023700371384621,0.018840226787552643,0.26064457530540147,0.06658327999967313,0.4884770035762745
10,training,0.03956657,0.11303131841123104,0.018840226787552643,0.29543568987462904,0.08568047375243905,0.5082395950809433
11,training,0.04358101,0.2188670113682747,0.018840226787552643,0.3301310284082877,0.10523437267288928,0.5207963714049036
12,training,0.031475723,0.16171658411622047,0.018840226787552643,0.36426340864317086,0.12524545715881583,0.5413869102553518
13,training,0.04478144,0.1321566477417946,0.018840226787552643,0.3981374459009039,0.1462533725860752,0.5664960542136241
14,training,0.033166647,0.055568657815456377,0.018840226787552643,0.4314917432019244,0.1679478993295254,0.5834839292498664
15,training,0.029452324,0.04829349368810654,0.030209968412233307,0.4645865122188971,0.1898274696530942,0.57979427635416
16,training,0.03653712,0.01732824742794037,0.030209968412233307,0.5151953331411132,0.2222980910269614,0.5605958355548754
17,training,0.0305965,0.04403565824031831,0.030209968412233307,0.5321599309764234,0.23286496990386205,0.5526242979897386
18,training,0.015558157,0.019772540777921677,0.030209968412233307,0.5664835300748178,0.25364716681292004,0.53707887778454
19,training,0.034306154,0.13077591359615326,0.030209968412233307,0.6009685416695013,0.27392665011135336,0.5264811621822219
20,training,0.012729106,0.14230402931571007,0.030209968412233307,0.6353050560984015,0.2937178449031164,0.5230175491017973
21,training,0.026599528,0.10140889137983322,0.06004770652102204,0.6697866296165319,0.3137878390307715,0.5323014085878872
22,training,0.023268957,0.06980227679014205,0.06004770652102204,0.7040290850924807,0.33417518186200484,0.5372696901241015
23,training,0.018295897,0.059633798897266374,0.06004770652102204,0.7384785014192011,0.3545346478246151,0.5295845949910621
24,training,0.0073863864,0.06435463204979897,0.06004770652102204,0.7730370951152719,0.3746005921065371,0.5221292030477884
25,training,0.025302451,0.14058298617601397,0.06004770652102204,0.807821724884457,0.3944060923493259,0.5120632892597137
26,training,0.0086590275,0.09692014008760452,0.06004770652102204,0.842822897636559,0.41382380342607755,0.5015448298116899
27,training,0.031533245,0.14015090838074684,0.08263274585929035,0.8780044897568475,0.4329216176757567,0.4929984592389862
28,training,0.017030228,0.18116404488682747,0.08263274585929035,0.9133184231512698,0.4517076678123731,0.4853400407712448
29,training,0.034183405,0.21738771349191668,0.08263274585929035,0.9486353002466429,0.4702710385643999,0.48447209297686955
30,training,0.028036792,0.262723695486784,0.08263274585929035,0.9839670516922253,0.488962456525005,0.48920796802764754
31,training,0.025838576,0.2699970006942749,0.08263274585929035,1.0191548543607216,0.5078347805847484,0.4959101051186844
32,training,0.030743726,0.2599513791501522,0.08263274585929035,1.0541077323314296,0.5269593968304407,0.5047138408897959
33,training,0.016039051,0.2382512129843235,0.08897968032208674,1.0890255561126545,0.5463668198481371,0.5069227058136146
34,training,0.0154519295,0.2616375684738159,0.08897968032208674,1.1238584246849483,0.5656541751584571,0.5031233575841171
35,training,0.021577531,0.1846283078193664,0.08897968032208674,1.159071090223168,0.5848209122953794,0.49154397896309454
36,training,0.01891172,0.15596671402454376,0.08897968032208674,1.1946243878343212,0.6034151370787127,0.4701990793338898
37,training,0.020558417,0.1438492089509964,0.08897968032208674,1.2305515793175823,0.6211333077001971,0.4439594472432784
38,training,0.0080047455,0.13458879292011255,0.08897968032208674,1.2672593690581784,0.6379097938283429,0.4123704033089694
39,training,0.03343536,0.19542555510997772,0.10655958415158068,1.304213703227492,0.6533535641984191,0.37990156612444853
40,training,0.03612926,0.2720618396997451,0.10655958415158068,1.3416019906010315,0.6675212051904308,0.3367065643119138
41,training,0.020859797,0.25593042746186256,0.10655958415158068,1.380346475608937,0.6796839374885152,0.27165204415899147
42,training,0.027601289,0.36045902222394943,0.10655958415158068,1.4192091941503249,0.6892832959945316,0.21892101619247128
43,training,0.036950275,0.3522818088531494,0.10655958415158068,1.4587818024576007,0.6972181374158686,0.17471187573047245
44,training,0.02598545,0.3864341527223587,0.0882221933903848,1.4986683898215662,0.7033312631989086,0.13091851141762165
45,training,0.016315578,0.3465772122144699,0.0882221933903848,1.5387437058568298,0.7077681611634961,0.08969576393444305
46,training,0.015557461,0.2808959111571312,0.0882221933903848,1.5988637809417383,0.711671616834537,0.04343644601631612
47,training,0.026036315,0.106692872941494,0.0882221933903848,1.6390909254164465,0.7129813598568638,0.022768580417408313
48,training,0.026266074,0.03591525740921499,0.0882221933903848,1.6789868078366808,0.7135916222666161,0.008418014403259455
49,training,0.010806033,0.20267468690872192,0.07539341947697834,1.7192065182213148,0.71367521274271,-0.003992646544859478
50,training,0.009281371,0.2107199877500534,0.07539341947697834,1.7591807914538402,0.7132435793365406,-0.019096410160535284
51,training,0.019657575,0.14785558730363846,0.07539341947697834,1.799261176227484,0.7120867899539797,-0.03902628322446995
52,training,0.017004117,0.06334709096699953,0.07539341947697834,1.8394750798903348,0.7101559996044919,-0.05538879289176642
53,training,0.017587427,0.06310669332742691,0.07539341947697834,1.8792849176595339,0.7076944857749488,-0.06716375186272067
54,training,0.00629186,0.01822422444820404,0.05773782188834372,1.9193012537354581,0.7048414716117931,-0.07435286491760269
55,training,0.011938962,0.028699984773993492,0.05773782188834372,1.9591620563733703,0.7017802644755902,-0.0795694085509353
56,training,0.004981717,0.011523591354489326,0.05773782188834372,1.998946443315039,0.6985395347315893,-0.0828618568323632
57,training,0.0008586656,0.00916530378162861,0.05773782188834372,2.038960054765293,0.6951396788648987,-0.0869982533995256
58,training,0.005405603,0.010407487861812116,0.05773782188834372,2.0985138522448,0.6897766037740428,-0.09287604127832517
