step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad)
1,training,0.09228451,0.28479553014039993,0.0,0.00018330813527591902,0.00054321564254602,0.0033056764912720777
2,training,0.081639364,0.2640566937625409,0.0,0.004582999404340019,0.0005636965884908824,0.0034322090024186866
3,training,0.07475188,0.27743812650442123,0.0,0.0370658834283581,0.0006959227566488012,0.00605623537124352
4,training,0.06828084,0.2608816772699356,0.0,0.0768479732140904,0.001110516838646395,0.01626785286916593
5,training,0.055777766,0.20842465758323675,0.0,0.11672192336744733,0.0020730548413724816,0.03302571360260925
6,training,0.04883302,0.26312978565692907,0.0,0.15660083288803286,0.0037600590679378603,0.05301215744062463
7,training,0.039078526,0.1931277066469193,0.0,0.19615784521455168,0.006373048654426696,0.0806231056780783
8,training,0.028285898,0.11667248606681824,0.011238830879307288,0.2357516534468038,0.01024516190910526,0.11537975630912083
9,training,0.018689333,0.04351426661014557,0.011238830879307288,0.2750693496307566,0.015539633278641708,0.15351583863172105
10,training,0.011206225,0.039169520139694214,0.011238830879307288,0.31405820990695393,0.022445058624355408,0.19861435401238176
11,training,0.005293019,0.06277309358119965,0.011238830879307288,0.35259902356271566,0.031169713863529715,0.24795688116521059
12,training,0.0029789975,0.11436536908149719,0.011238830879307288,0.3907568865604394,0.04193193308667442,0.30425121926997795
13,training,0.0062155924,0.17362110316753387,0.009274362237627688,0.427879263945069,0.05485632696421418,0.36639046603099507
14,training,0.0105583295,0.30344557017087936,0.009274362237627688,0.46419619346067376,0.07014113417869099,0.43217603702437113
15,training,0.039389323,0.34621061012148857,0.009274362237627688,0.49941598891853584,0.0878813166676301,0.5017687187512835
16,training,0.05041249,0.2901121824979782,0.021087466267782837,0.5331438970688005,0.10801415789146834,0.5762350482062891
17,training,0.044751722,0.27228574082255363,0.021087466267782837,0.5652090521636443,0.13062140072537706,0.6504642708318027
18,training,0.031584166,0.2545924000442028,0.021087466267782837,0.6105345961674482,0.16882116341381853,0.7468363931326671
19,training,0.024514802,0.27127397060394287,0.06614267190663504,0.6387691004960877,0.1963855506205144,0.7978001051335571
20,training,0.03458768,0.2827160507440567,0.06614267190663504,0.6524132835728517,0.21068640437269712,0.8187702647139616
21,training,0.022488296,0.32931508123874664,0.06614267190663504,0.6790391359907889,0.24020890342686693,0.852901372111223
22,training,0.025431447,0.3107260912656784,0.06614267190663504,0.7047657621765828,0.27052267853248524,0.8809960296890113
23,training,0.06785813,0.30553169548511505,0.06614267190663504,0.729568764178517,0.3015184070868671,0.9105626446697598
24,training,0.038554538,0.3184378817677498,0.06614267190663504,0.7535024452795489,0.33320191506915986,0.9360839805643317
25,training,0.039058864,0.3026304841041565,0.06614267190663504,0.7767496670171485,0.36559157394989267,0.9605838060516866
26,training,0.040205203,0.3200679197907448,0.18862910751449447,0.7990861778526998,0.39839714394203996,0.9842382661319372
27,training,0.09723541,0.635183647274971,0.18862910751449447,0.8210394518617984,0.4318116145579,0.9789548719972626
28,training,0.06519435,0.6754558607935905,0.18862910751449447,0.8440174881197613,0.46403446668865966,0.9086489727530858
29,training,0.025413066,0.6374449208378791,0.18862910751449447,0.8708460715759758,0.49489554595743435,0.7968020187876435
30,training,0.09368932,0.5720959380269051,0.26560596847904155,0.9008826698277568,0.5223167257131546,0.6842379840147458
31,training,0.12859258,0.5099378749728203,0.26560596847904155,0.9339118768191412,0.5464436892494485,0.5796873974423798
32,training,0.05288197,0.4539046958088874,0.26560596847904155,0.9689413416964302,0.5671201885740308,0.4887726725705586
33,training,0.070666045,0.39658161252737045,0.27331444171238145,1.005730666004655,0.5847579268662288,0.4067808972183616
34,training,0.08410635,0.3339134268462658,0.27331444171238145,1.0433560454752289,0.5993472534888404,0.33487297554909273
35,training,0.082880214,0.2689730226993561,0.27331444171238145,1.082083102823333,0.6114465908922879,0.2731395620415243
36,training,0.08998005,0.23296456411480906,0.27331444171238145,1.1212073158649594,0.6213435571793023,0.22491616288317523
37,training,0.06610106,0.19344694539904597,0.25355798074343106,1.1606440220430219,0.6294858553707833,0.1830806329890612
38,training,0.12707642,0.17204196751117706,0.25355798074343106,1.2002913408392588,0.6360890934000957,0.14902130168245378
39,training,0.11156942,0.13598256185650826,0.25355798074343106,1.240224151898619,0.6414955908828205,0.12045246598146721
40,training,0.06337202,0.11230958811938763,0.25355798074343106,1.2801154528044991,0.6457652785353034,0.09424860393725783
41,training,0.038481925,0.09725123550742865,0.25355798074343106,1.3401424079665927,0.6504919084575661,0.06368489612923667
42,training,0.089482486,0.07182496692985296,0.25355798074343106,1.3802157021264139,0.6526731692937302,0.04561017503765299
43,training,0.039896935,0.047276388853788376,0.17178624913526597,1.4201856230208363,0.6541700172506645,0.029433131366385926
44,training,0.096004955,0.01742149889469146,0.17178624913526597,1.4804583411141814,0.6552704442030509,0.008176613977562561
45,training,0.027011218,0.02235967293381691,0.17178624913526597,1.520391339831931,0.6553589475367054,-0.0032156639274282376
46,training,0.060479775,0.021319512277841575,0.17178624913526597,1.5605877585576207,0.6550586914564488,-0.010451372275730947
47,training,0.06861943,0.034568628296256065,0.17178624913526597,1.6005034341551916,0.6545404808385374,-0.01606068579449036
48,training,0.06596491,0.0610603834502399,0.08710266607148011,1.640514167306869,0.6537775240812184,-0.02187293864783696
49,training,0.045575872,0.028980595991015434,0.08710266607148011,1.6806142707924445,0.6528820331305308,-0.02179134041192202
50,training,0.05026289,0.0490613030269742,0.08710266607148011,1.700490400312964,0.652444207814291,-0.023050253320454312
51,training,0.027187198,0.004035545513033867,0.08710266607148011,1.7404397907438602,0.651475429284117,-0.02398071643341054
52,training,0.08856605,0.002436187118291855,0.08710266607148011,1.800470064593616,0.6499406450951103,-0.029584202098725868
53,training,0.05039127,0.011460264213383201,0.08710266607148011,1.820398137516026,0.6493255025797391,-0.03201297894946119
54,training,0.043105423,0.044926588248927146,0.05290203392888765,1.8805410205369486,0.6472111638003468,-0.038319680488595825
55,training,0.060565293,0.03906220616772771,0.05290203392888765,1.920364661999596,0.6455655251889744,-0.045933758052248364
56,training,0.052612517,0.023726566694676876,0.05290203392888765,1.960415414068639,0.6435613743181614,-0.054016652469919206
57,training,0.06347661,0.006944494321942329,0.05290203392888765,1.9804622011837507,0.6424490089144811,-0.05659625179053382
58,training,0.046094716,0.02755334321409464,0.05290203392888765,2.020196365619006,0.6401242751013233,-0.06068208065223759
59,training,0.029974366,0.035609738901257515,0.05290203392888765,2.0801705675616446,0.6364632774871526,-0.06001155374493094
60,training,0.03602105,0.04070340842008591,0.013340977568303896,2.100094746250099,0.6352871319316128,-0.0582564428994246
61,training,0.038972713,0.03408473916351795,0.013340977568303896,2.1598632416693557,0.6317140225008544,-0.06303183071984723
62,training,0.050772235,0.041840757243335254,0.013340977568303896,2.199867314592078,0.6291260946576895,-0.06590819450782473
63,training,0.0142437015,0.02791705389972776,0.013340977568303896,2.2395744180856445,0.6264457212699497,-0.06887253876318082
64,training,0.028179944,0.027269398327916864,0.013340977568303896,2.2795716459884807,0.6236643627871317,-0.06966489162379719
65,training,0.041088473,0.034095518290996545,0.013340977568303896,2.3392262580392718,0.6195497979788432,-0.06902399366846464
66,training,0.036808256,0.040339082130230956,0.008439720486401991,2.3792054810361,0.6167867015188355,-0.06926955889774988
67,training,0.034844507,0.03230319544672966,0.008439720486401991,2.419016374992032,0.6140482880371207,-0.06891994058302747
68,training,0.030575896,0.02918703481554985,0.008439720486401991,2.4588251606362572,0.611309091093471,-0.06837660983384572
69,training,0.016905246,0.025628142058849328,0.008439720486401991,2.4988273873963145,0.6086144218409715,-0.06543472874191751
70,training,0.024306847,0.020946521311998367,0.008439720486401991,2.5384705662189258,0.6061176838403686,-0.06072854894484906
71,training,0.03400454,0.01345423236489296,0.006145438009497928,2.578395612935129,0.6038141926195207,-0.0535918324304981
72,training,0.054441772,0.025336554273962975,0.006145438009497928,2.6183216079921685,0.6018556750951313,-0.044794895003735416
73,training,0.021006342,0.04531607031822204,0.006145438009497928,2.658093012234795,0.6002000956159433,-0.03923031767875164
74,training,0.03152302,0.04526424640789628,0.006145438009497928,2.698178144987068,0.5986795565349504,-0.03687429459880899
75,training,0.020670172,0.05610177759081125,0.006145438009497928,2.737992313462028,0.5972494185015141,-0.03602665843767649
76,training,0.044829845,0.05897050071507693,0.006145438009497928,2.7779479111567977,0.5958107886228747,-0.036547023894464487
77,training,0.0064120432,0.0483831730671227,0.0034904887663196904,2.8180314441102947,0.5943262951634886,-0.037471572332804924
78,training,0.04221852,0.053657277487218366,0.0034904887663196904,2.837855433222516,0.5935828819850943,-0.0379675642829459
79,training,0.026843524,0.04760325141251087,0.0034904887663196904,2.8978301555596566,0.5913684378188441,-0.03512010064004411
80,training,0.020474613,0.06404498964548111,0.0034904887663196904,2.937705361233452,0.590033363819916,-0.032635696971243494
81,training,0.06460192,0.06461623008362948,0.0034904887663196904,2.9576170046709533,0.589394882833456,-0.031883039711694525
82,training,0.01848793,0.05653384095057844,0.0034904887663196904,2.9976633448466137,0.588142689917097,-0.031062285210170442
83,training,0.018711118,0.035545073449611664,0.02219523932378582,3.0575135320077846,0.5863391839496062,-0.02944587480280789
84,training,0.040382475,0.033005423843860626,0.02219523932378582,3.1175925799751734,0.5847532741524891,-0.022386505901443244
85,training,0.022726346,0.06688086432404816,0.02219523932378582,3.1573700930626094,0.5839834009477894,-0.016760947231821952
86,training,0.02246448,0.07536283042281866,0.02219523932378582,3.197375549590826,0.5833575541892325,-0.015564786164276558
87,training,0.0038048935,0.061627515591681004,0.02219523932378582,3.2174712581218596,0.5830415211049926,-0.015886651704899942
88,training,0.016680839,0.05814592656679451,0.02219523932378582,3.257330811517947,0.58239074372499,-0.017022362828935954
89,training,0.03338225,0.04455181211233139,0.032999263804678276,3.297318398479545,0.5817050251945587,-0.017217311723025378
90,training,0.0052634007,0.05615713819861412,0.032999263804678276,3.3373984012580276,0.5810633249307574,-0.01363513890191554
91,training,0.01831064,0.08592991903424264,0.032999263804678276,3.357252789392556,0.5808221396371427,-0.010634289028320395
92,training,0.006186699,0.055733317509293556,0.032999263804678276,3.41725712925623,0.5804548294977901,-0.002155329622312542
93,training,0.03189615,0.08199986268300563,0.032999263804678276,3.4373050963875915,0.58042696223501,-4.6095010605960403e-05
94,training,0.025958335,0.08838213980197906,0.032999263804678276,3.4771042661498996,0.580486054754541,0.0018971987929554163
95,training,0.0028613633,0.04292947961948811,0.002635713962247359,3.5171980613489673,0.580557805145559,0.0008971626653358855
96,training,0.004245179,0.040819091722369194,0.002635713962247359,3.557182764372411,0.5805579939032824,-5.4012483505383745e-05
97,training,0.003699726,0.03421458229422569,0.002635713962247359,3.5970828333269926,0.5805863871707686,0.0027124647540838205
98,training,0.0038439287,0.02885294333100319,0.002635713962247359,3.637206153744214,0.5808117448757275,0.009705599706898691
99,training,0.023858134,0.028536561876535416,0.002635713962247359,3.676983112602345,0.5813428234958434,0.01722662369860024
100,training,0.024619536,0.017784450203180313,0.002635713962247359,3.716966700456274,0.5821803705399877,0.024467301845997828
101,training,0.015135846,0.009608726948499673,0.002635713962247359,3.7569555853800107,0.5833150705950575,0.032883249589880925
102,training,0.0031854445,0.03379633650183678,0.017841371561390096,3.8166763444868157,0.5858195934780025,0.051324972327073774
103,training,0.0015328024,0.05882616713643074,0.017841371561390096,3.856643640897419,0.5881284853096075,0.06500270542554583
104,training,0.0013339212,0.03687981981784105,0.017841371561390096,3.8962269981918976,0.5910376590065758,0.08161928917919989
105,training,0.024445051,0.021117102820426226,0.017841371561390096,3.916134485562504,0.5927357034052788,0.08800774282541048
106,training,0.027519472,0.044302008114755154,0.017841371561390096,3.9361123610202826,0.5945355018830518,0.09088264637788618
107,training,0.013718594,0.10030803922563791,0.017841371561390096,3.975769305051709,0.5982274349525514,0.09621396108933923
108,training,0.024615679,0.08752857396029867,0.03296847586388156,4.0153949128531545,0.6023061414396375,0.11087871764689386
109,training,0.017006995,0.06314432248473167,0.03296847586388156,4.074811937531941,0.6096891630900142,0.13588881584584436
110,training,0.01977805,0.06217898987233639,0.03296847586388156,4.133940838138072,0.61845287959762,0.1549051357473089
111,training,0.0022673798,0.06016514077782631,0.03296847586388156,4.173415285355363,0.624697557480581,0.1579882543416274
112,training,0.0028550392,0.0689883753657341,0.03296847586388156,4.212770793478605,0.631033130326713,0.15892939129659248
113,training,0.0010315157,0.061120120808482184,0.02359643570668235,4.2523480355990335,0.6372913470264103,0.15342601668758354
114,training,0.034180347,0.10967192566022277,0.02359643570668235,4.291830810582036,0.6432621539359316,0.14753610438137557
115,training,0.0032428296,0.10369627689942719,0.02359643570668235,4.331387583126446,0.6491388403160413,0.14818628105032397
116,training,0.042388372,0.049157045781612396,0.02359643570668235,4.351166812959726,0.6521003452508695,0.1484848321596797
117,training,0.041618846,0.02295307070016861,0.02359643570668235,4.390639715822862,0.6579710402009084,0.14420421031460484
118,training,0.0016758586,0.009906008839607225,0.02359643570668235,4.410432875896235,0.6607878448084719,0.13769278010868313
119,training,0.00505455,0.010580644011497511,0.02359643570668235,4.450331521818634,0.6659638081793341,0.11860954923440023
120,training,0.05439674,0.016556039452552795,0.010525011263658658,4.490162558542142,0.6702352600358298,0.09483990097588571
121,training,0.012549687,0.02487505599856378,0.010525011263658658,4.53013602263391,0.6735882539051186,0.07331623900445783
122,training,0.013629617,0.06472261529415846,0.010525011263658658,4.570340552783347,0.6761821022056955,0.05791688331219063
123,training,0.0077673206,0.07556254975497723,0.010525011263658658,4.610101903601764,0.6783471026448651,0.05345206845527357
124,training,0.0007848773,0.00024015828967093727,0.010525011263658658,4.670145194127182,0.6816581339926809,0.05763149117169204
125,training,0.0006713539,0.04220481961965561,0.010525011263658658,4.709717702773271,0.6839208655983721,0.05424696402777554
126,training,0.004538928,0.08395146951079369,0.031134773896969264,4.749926537932112,0.6855880469181912,0.0223103149057789
127,training,0.006389901,0.08194264210760593,0.031134773896969264,4.79009226278852,0.6860507525010333,-0.0001211383222746717
128,training,0.002629177,0.028131424449384212,0.031134773896969264,4.850282905229037,0.6849168461982189,-0.03600279871540775
129,training,0.0021824099,0.02305658534169197,0.031134773896969264,4.890382399157755,0.6832246582451916,-0.04645178917832415
130,training,0.010308282,0.005760394036769867,0.03404166626192295,4.910137452072428,0.6822801758279738,-0.04797254929910795
131,training,0.0015005178,0.03175895381718874,0.03404166626192295,4.950071135218722,0.6804261623785061,-0.0448691302816072
132,training,0.0018316738,0.035185194574296474,0.03404166626192295,4.990048236275744,0.678695504828122,-0.04299277810686529
133,training,0.0018824975,0.02299884334206581,0.03404166626192295,5.029827353534969,0.6769261761277929,-0.04680244416503538
134,training,0.0065648113,0.0018323566764593107,0.03404166626192295,5.069899045146574,0.674963534039493,-0.05039886300205751
135,training,0.021397613,0.009894045069813728,0.03404166626192295,5.129623437838469,0.6719818971695569,-0.048912222686133065
136,training,0.015464911,0.009091826155781746,0.01180864641593799,5.149597255679709,0.6710219385379814,-0.04674793400161508
137,training,0.02832189,0.00862267799675465,0.01180864641593799,5.2094821669622675,0.6684858540260623,-0.03822968378939671
138,training,0.0015413085,0.021912216208875183,0.01180864641593799,5.249357416550176,0.6670531391009323,-0.034591337950246
139,training,0.017654799,0.04195186123251915,0.01180864641593799,5.289467349709181,0.665696616795032,-0.033789987805455064
140,training,0.010364481,0.03195463214069605,0.01180864641593799,5.329280027913923,0.6643139668294317,-0.037065460812151556
141,training,0.0011559351,0.007759451866149902,0.01180864641593799,5.36929951386937,0.6627648593515104,-0.039993825218853245
142,training,0.033905283,0.025578573346137997,0.006559451158290933,5.389361554955335,0.6619699837720546,-0.0378668010472644
143,training,0.0010697261,0.01475796289741993,0.006559451158290933,5.429065039508445,0.6606491582667331,-0.02870399025984427
144,training,0.003348428,0.0386185385286808,0.006559451158290933,5.469006261984559,0.6596959519071207,-0.019976056404565862
145,training,0.010975753,0.08073917683213949,0.006559451158290933,5.509074865831216,0.6589437116545103,-0.020359728026211655
146,training,0.024244487,0.06662122532725334,0.006559451158290933,5.548977782163693,0.6579508029755777,-0.03164166532243852
147,training,0.00086221943,0.00621079001575708,0.006559451158290933,5.589152153907857,0.6564253818223881,-0.04345301395422189
148,training,0.0034682823,0.03412597253918648,0.006559451158290933,5.629056713576827,0.6546550108713378,-0.044100329577222264
149,training,0.011260269,0.011885136365890503,0.017214054116255362,5.68897876606768,0.6522524813701983,-0.03277287347279142
150,training,0.0012227409,0.06577831879258154,0.017214054116255362,5.728835782678942,0.6512104147297024,-0.019304067011165035
151,training,0.019828772,0.11744071170687677,0.017214054116255362,5.768711276631275,0.6506214756339077,-0.012936391266204182
152,training,0.005466727,0.11697743460536003,0.017214054116255362,5.808878726484465,0.6500501399811618,-0.017724432875625487
153,training,0.014265003,0.09941400215029716,0.017214054116255362,5.848765870240456,0.649159463921944,-0.027937834691646783
154,training,0.0040041567,0.06285738572478293,0.02600441767889152,5.888851267198215,0.6478408818720678,-0.03666595174876972
155,training,0.019450862,0.04317286983132361,0.02600441767889152,5.928857059401604,0.6463171857775046,-0.03771083794302568
156,training,0.002861897,0.049272567033767686,0.02600441767889152,5.948712487545761,0.6455881538300671,-0.0356006254682739
157,training,0.006078139,0.026765882968902588,0.02600441767889152,5.988652408695631,0.6443348014951326,-0.025756645950530448
158,training,0.017911786,0.06519756838679314,0.02600441767889152,6.02864229333951,0.6435372191321036,-0.014456654291913134
159,training,0.0028413157,0.11187167838215828,0.02600441767889152,6.088478649875555,0.6429193185354756,-0.00841569516828896
160,training,0.0017543084,0.07525289617478846,0.050365408420083246,6.148504212438282,0.6423383330133632,-0.014557431699657574
161,training,0.021652244,0.049534665420651436,0.050365408420083246,6.188480155410131,0.641689888009152,-0.017000780949502414
162,training,0.006623109,0.03158566728234291,0.050365408420083246,6.22859026338576,0.6410400932721722,-0.013346566376509343
163,training,0.0009049177,0.004136823117733016,0.050365408420083246,6.248430771966172,0.6408129994606938,-0.010212307414347538
164,training,0.0120949,0.007646366953849806,0.050365408420083246,6.288297203937269,0.6405809241938855,0.00017773348805198908
165,training,0.014993522,0.005759544670581818,0.050365408420083246,6.3482399927926965,0.6411945082326087,0.02059885964785452
166,training,0.0021682375,0.01351766288280487,0.05395045695911709,6.368098732576708,0.6416727134322079,0.027411616029598115
167,training,0.028242445,0.0279183592647314,0.05395045695911709,6.428107881600224,0.6438665069203688,0.045385658865927866
168,training,0.0067411168,0.006980491802096367,0.05395045695911709,6.487746841853859,0.6469405919668867,0.054733926179966155
169,training,0.0017250074,0.023036998056340956,0.05395045695911709,6.527855006029212,0.649116568623214,0.05271838428879992
170,training,0.008456942,0.05747109837830067,0.05395045695911709,6.567678944428221,0.6511962038273857,0.05207313138623878
171,training,0.02593093,0.044886024203151464,0.0478280048318949,6.587611183389297,0.6522461047594358,0.05337654638358873
172,training,0.0048689363,0.010942373424768441,0.0478280048318949,6.647646133451851,0.6555665867234545,0.05620149297074849
173,training,0.0030815536,0.043474093079566956,0.0478280048318949,6.687411067330483,0.6577030850879844,0.04917150329482855
174,training,0.010680854,0.04675259813666344,0.0478280048318949,6.727628542105561,0.6593851813805821,0.032995543165346475
175,training,0.0017854756,0.012326754629611969,0.0478280048318949,6.767650012334547,0.6603624042748624,0.016371311198821348
176,training,0.002198285,0.018775402568280697,0.0478280048318949,6.807660292972312,0.660793685854947,0.006154764291577166
177,training,0.010537751,0.014536840142682195,0.04421961725582642,6.827753804264528,0.6608949531541651,0.005056449096590505
178,training,0.0013663165,0.02147435664664954,0.04421961725582642,6.867693922681274,0.661129958453072,0.006848860549726717
179,training,0.011632519,0.018591455183923244,0.04421961725582642,6.927715742723026,0.6615095667070244,0.0033708207956904086
